strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
MT308700	SARS_CoV_2/human/USA/MI_SC2_0009/2020	2020-03-12	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259258	SARS_CoV_2/human/USA/MN_UW266/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT263406	SARS_CoV_2/human/USA/MN_UW326/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT263415	SARS_CoV_2/human/USA/MN_UW335/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344954	SARS_CoV_2/human/USA/MN_0100/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344962	SARS_CoV_2/human/USA/MN_0101/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325588	SARS_CoV_2/human/USA/MO_4470/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325589	SARS_CoV_2/human/USA/NC_0024/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344963	SARS_CoV_2/human/USA/NC_0025/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325590	SARS_CoV_2/human/USA/NC_0031/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325591	SARS_CoV_2/human/USA/NC_6999/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325592	SARS_CoV_2/human/USA/NE_6605/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325593	SARS_CoV_2/human/USA/NE_7025/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304484	SARS_CoV_2/human/USA/NH_0004/2020	2020-02-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304485	SARS_CoV_2/human/USA/NH_0008/2020	2020-03-02	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325594	SARS_CoV_2/human/USA/NH_0029/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325595	SARS_CoV_2/human/USA/NH_0033/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325622	SARS_CoV_2/human/USA/NJ_3201/2020	2020-03-04	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325596	SARS_CoV_2/human/USA/NJ_3592/2020	2020-03-04	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344961	SARS_CoV_2/human/USA/NV_0016/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325597	SARS_CoV_2/human/USA/NV_0052/2020	2020-03-09	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325627	SARS_CoV_2/human/USA/NY_1922/2020	2020-03-04	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304486	SARS_CoV_2/human/USA/NY_2929/2020	2020-03-02	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344955	SARS_CoV_2/human/USA/OH_0019/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344956	SARS_CoV_2/human/USA/OH_0020/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325598	SARS_CoV_2/human/USA/OH_0023/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326041	SARS_CoV_2/human/USA/OR_UW_1849/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326040	SARS_CoV_2/human/USA/OR_UW_1851/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326061	SARS_CoV_2/human/USA/OR_UW_1885/2020	2020-03-23	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326062	SARS_CoV_2/human/USA/OR_UW_1887/2020	2020-03-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326057	SARS_CoV_2/human/USA/OR_UW_1937/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT358661	SARS_CoV_2/human/USA/OR_UW_4300/2020	2020-03-31	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT345878	SARS_CoV_2/human/USA/OR_UW_4388/2020	2020-03-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT276328	SARS_CoV_2/human/USA/OR_2656/2020	2020-02-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304487	SARS_CoV_2/human/USA/OR_5430/2020	2020-03-01	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325599	SARS_CoV_2/human/USA/PA_1802/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325600	SARS_CoV_2/human/USA/PA_1881/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325601	SARS_CoV_2/human/USA/PA_2317/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344957	SARS_CoV_2/human/USA/PA_2734/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344958	SARS_CoV_2/human/USA/PA_2735/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344959	SARS_CoV_2/human/USA/PA_2887/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325602	SARS_CoV_2/human/USA/PA_2937/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325603	SARS_CoV_2/human/USA/PA_4395/2020	2020-03-09	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325604	SARS_CoV_2/human/USA/PA_4405/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT192765	SARS_CoV_2/human/USA/PC00101P/2020	2020-03-11	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT276323	SARS_CoV_2/human/USA/RI_0520/2020	2020-02-28	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304488	SARS_CoV_2/human/USA/RI_0556/2020	2020-03-01	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325605	SARS_CoV_2/human/USA/RI_0702/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT344960	SARS_CoV_2/human/USA/RI_0882/2020	2020-03-09	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325623	SARS_CoV_2/human/USA/SC_3520/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325606	SARS_CoV_2/human/USA/SC_3569/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325624	SARS_CoV_2/human/USA/SC_3570/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325625	SARS_CoV_2/human/USA/SC_3571/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325626	SARS_CoV_2/human/USA/SC_3572/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325607	SARS_CoV_2/human/USA/SC_3575/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325608	SARS_CoV_2/human/USA/SC_6370/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT276331	SARS_CoV_2/human/USA/TX_2020/2020	2020-02-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304489	SARS_CoV_2/human/USA/TX_2039/2020	2020-02-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304490	SARS_CoV_2/human/USA/TX_2817/2020	2020-03-01	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT304491	SARS_CoV_2/human/USA/TX_2967/2020	2020-03-01	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT295465	SARS_CoV_2/human/USA/UF_2/2020	2020-03-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT300186	SARS_CoV_2/human/USA/UNC_200173/2020	2020-04-02	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT308703	SARS_CoV_2/human/USA/UNC_200181/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT308704	SARS_CoV_2/human/USA/UNC_200189/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT308702	SARS_CoV_2/human/USA/UNC_200191/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326188	SARS_CoV_2/human/USA/UNKNOWN_UW_1402/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293177	SARS_CoV_2/human/USA/UNKNOWN_UW_1403/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326173	SARS_CoV_2/human/USA/UNKNOWN_UW_1773/2020	2020-XX-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326085	SARS_CoV_2/human/USA/UNKNOWN_UW_1791/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326104	SARS_CoV_2/human/USA/UNKNOWN_UW_1816/2020	2020-03-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326103	SARS_CoV_2/human/USA/UNKNOWN_UW_1817/2020	2020-03-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326102	SARS_CoV_2/human/USA/UNKNOWN_UW_1818/2020	2020-03-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326091	SARS_CoV_2/human/USA/UNKNOWN_UW_1832/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326101	SARS_CoV_2/human/USA/UNKNOWN_UW_1834/2020	2020-03-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT345802	SARS_CoV_2/human/USA/UNKNOWN_UW_2069/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT345816	SARS_CoV_2/human/USA/UNKNOWN_UW_2139/2020	2020-03-23	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350268	SARS_CoV_2/human/USA/USA_WA_0418/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350274	SARS_CoV_2/human/USA/USA_WA_0422/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350265	SARS_CoV_2/human/USA/USA_WA_0427/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350264	SARS_CoV_2/human/USA/USA_WA_0428/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350276	SARS_CoV_2/human/USA/USA_WA_0429/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350270	SARS_CoV_2/human/USA/USA_WA_0432/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350266	SARS_CoV_2/human/USA/USA_WA_0434/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350278	SARS_CoV_2/human/USA/USA_WA_0440/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350277	SARS_CoV_2/human/USA/USA_WA_0441/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350267	SARS_CoV_2/human/USA/USA_WA_0442/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350280	SARS_CoV_2/human/USA/USA_WA_0447/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350272	SARS_CoV_2/human/USA/USA_WA_0448/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350271	SARS_CoV_2/human/USA/USA_WA_0457/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350273	SARS_CoV_2/human/USA/USA_WA_0478/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350263	SARS_CoV_2/human/USA/USA_WA_0480/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350275	SARS_CoV_2/human/USA/USA_WA_0484/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350279	SARS_CoV_2/human/USA/USA_WA_0711/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350269	SARS_CoV_2/human/USA/USA_WA_0797/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334522	SARS_CoV_2/human/USA/UT_00001/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334523	SARS_CoV_2/human/USA/UT_00003/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334524	SARS_CoV_2/human/USA/UT_00004/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334525	SARS_CoV_2/human/USA/UT_00005/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334526	SARS_CoV_2/human/USA/UT_00006/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334527	SARS_CoV_2/human/USA/UT_00008/2020	2020-03-11	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334528	SARS_CoV_2/human/USA/UT_00009/2020	2020-03-12	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334529	SARS_CoV_2/human/USA/UT_00010/2020	2020-03-10	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334530	SARS_CoV_2/human/USA/UT_00011/2020	2020-03-11	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334531	SARS_CoV_2/human/USA/UT_00012/2020	2020-03-12	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334532	SARS_CoV_2/human/USA/UT_00013/2020	2020-03-12	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334533	SARS_CoV_2/human/USA/UT_00014/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334534	SARS_CoV_2/human/USA/UT_00015/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334535	SARS_CoV_2/human/USA/UT_00016/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334536	SARS_CoV_2/human/USA/UT_00017/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334537	SARS_CoV_2/human/USA/UT_00019/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334538	SARS_CoV_2/human/USA/UT_00020/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334539	SARS_CoV_2/human/USA/UT_00021/2020	2020-03-14	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334540	SARS_CoV_2/human/USA/UT_00022/2020	2020-03-14	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334541	SARS_CoV_2/human/USA/UT_00023/2020	2020-03-11	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334542	SARS_CoV_2/human/USA/UT_00025/2020	2020-03-11	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334543	SARS_CoV_2/human/USA/UT_00027/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334544	SARS_CoV_2/human/USA/UT_00028/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334545	SARS_CoV_2/human/USA/UT_00031/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334546	SARS_CoV_2/human/USA/UT_00032/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334547	SARS_CoV_2/human/USA/UT_00033/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334548	SARS_CoV_2/human/USA/UT_00034/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334549	SARS_CoV_2/human/USA/UT_00087/2020	2020-03-12	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334550	SARS_CoV_2/human/USA/UT_00089/2020	2020-03-14	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334551	SARS_CoV_2/human/USA/UT_00090/2020	2020-03-14	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334552	SARS_CoV_2/human/USA/UT_00159/2020	2020-03-23	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334553	SARS_CoV_2/human/USA/UT_00284/2020	2020-03-24	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334554	SARS_CoV_2/human/USA/UT_00287/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334555	SARS_CoV_2/human/USA/UT_00288/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334556	SARS_CoV_2/human/USA/UT_00289/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334557	SARS_CoV_2/human/USA/UT_00290/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334558	SARS_CoV_2/human/USA/UT_00291/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334559	SARS_CoV_2/human/USA/UT_00297/2020	2020-03-24	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334560	SARS_CoV_2/human/USA/UT_00300/2020	2020-03-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334561	SARS_CoV_2/human/USA/UT_00301/2020	2020-03-26	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334562	SARS_CoV_2/human/USA/UT_00302/2020	2020-03-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334563	SARS_CoV_2/human/USA/UT_00303/2020	2020-03-26	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334564	SARS_CoV_2/human/USA/UT_00342/2020	2020-03-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334565	SARS_CoV_2/human/USA/UT_00344/2020	2020-03-26	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334566	SARS_CoV_2/human/USA/UT_00345/2020	2020-03-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334567	SARS_CoV_2/human/USA/UT_00346/2020	2020-03-26	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334568	SARS_CoV_2/human/USA/UT_00347/2020	2020-03-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334569	SARS_CoV_2/human/USA/UT_00348/2020	2020-03-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334570	SARS_CoV_2/human/USA/UT_00349/2020	2020-03-26	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334571	SARS_CoV_2/human/USA/UT_00350/2020	2020-03-26	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334572	SARS_CoV_2/human/USA/UT_00352/2020	2020-03-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT334573	SARS_CoV_2/human/USA/UT_00361/2020	2020-03-30	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325609	SARS_CoV_2/human/USA/UT_8199/2020	2020-03-05	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325610	SARS_CoV_2/human/USA/UT_8906/2020	2020-03-07	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322394	SARS_CoV_2/human/USA/VA_DCLS_0001/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322395	SARS_CoV_2/human/USA/VA_DCLS_0002/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322396	SARS_CoV_2/human/USA/VA_DCLS_0003/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322397	SARS_CoV_2/human/USA/VA_DCLS_0004/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322398	SARS_CoV_2/human/USA/VA_DCLS_0005/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322399	SARS_CoV_2/human/USA/VA_DCLS_0006/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322400	SARS_CoV_2/human/USA/VA_DCLS_0007/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322401	SARS_CoV_2/human/USA/VA_DCLS_0008/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322402	SARS_CoV_2/human/USA/VA_DCLS_0009/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322403	SARS_CoV_2/human/USA/VA_DCLS_0010/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322404	SARS_CoV_2/human/USA/VA_DCLS_0011/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322405	SARS_CoV_2/human/USA/VA_DCLS_0012/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322406	SARS_CoV_2/human/USA/VA_DCLS_0016/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322407	SARS_CoV_2/human/USA/VA_DCLS_0017/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322408	SARS_CoV_2/human/USA/VA_DCLS_0018/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322409	SARS_CoV_2/human/USA/VA_DCLS_0019/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322410	SARS_CoV_2/human/USA/VA_DCLS_0020/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322411	SARS_CoV_2/human/USA/VA_DCLS_0021/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322412	SARS_CoV_2/human/USA/VA_DCLS_0024/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322413	SARS_CoV_2/human/USA/VA_DCLS_0031/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322414	SARS_CoV_2/human/USA/VA_DCLS_0033/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322415	SARS_CoV_2/human/USA/VA_DCLS_0034/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322416	SARS_CoV_2/human/USA/VA_DCLS_0036/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322417	SARS_CoV_2/human/USA/VA_DCLS_0038/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322418	SARS_CoV_2/human/USA/VA_DCLS_0039/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322419	SARS_CoV_2/human/USA/VA_DCLS_0040/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350236	SARS_CoV_2/human/USA/VA_DCLS_0041/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322420	SARS_CoV_2/human/USA/VA_DCLS_0042/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322421	SARS_CoV_2/human/USA/VA_DCLS_0043/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322422	SARS_CoV_2/human/USA/VA_DCLS_0044/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322423	SARS_CoV_2/human/USA/VA_DCLS_0045/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT322424	SARS_CoV_2/human/USA/VA_DCLS_0046/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350237	SARS_CoV_2/human/USA/VA_DCLS_0047/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350238	SARS_CoV_2/human/USA/VA_DCLS_0048/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350239	SARS_CoV_2/human/USA/VA_DCLS_0049/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350240	SARS_CoV_2/human/USA/VA_DCLS_0050/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350241	SARS_CoV_2/human/USA/VA_DCLS_0051/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
