strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
MF996639	HKU1	2014-XX-XX	Human	China	unidentified_human_coronavirus	hku1	beta	full
KX059667	HKU1/SLO/20580/2010	2010-04-04	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059693	HKU1/SLO/39995/2013	2013-12-20	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059694	HKU1/SLO/39999/2013	2013-12-20	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059695	HKU1/SLO/40019/2013	2013-12-20	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059696	HKU1/SLO/40216/2013	2013-12-31	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059668	HKU1/SLO/40304/2014	2014-01-03	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059669	HKU1/SLO/42056/2014	2014-02-14	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059691	HKU1/SLO/42161/2014	2014-02-16	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059670	HKU1/SLO/42284/2014	2014-02-18	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059671	HKU1/SLO/43609/2014	2014-03-12	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059672	HKU1/SLO/60004/2015	2015-11-17	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059673	HKU1/SLO/60422/2015	2015-12-02	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059674	HKU1/SLO/60454/2015	2015-12-03	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059675	HKU1/SLO/60558/2015	2015-12-07	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059676	HKU1/SLO/60641/2015	2015-12-11	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059677	HKU1/SLO/60668/2015	2015-12-13	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059663	HKU1/SLO/60770/2015	2015-12-17	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059678	HKU1/SLO/60781/2015	2015-12-17	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059679	HKU1/SLO/60867/2015	2015-12-21	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059680	HKU1/SLO/61107/2015	2015-12-29	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059666	HKU1/SLO/61443/2015	2015-12-31	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059681	HKU1/SLO/61456/2016	2016-01-08	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059682	HKU1/SLO/61833/2016	2016-01-15	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059683	HKU1/SLO/62150/2016	2016-01-23	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059689	HKU1/SLO/62197/2016	2016-01-23	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059664	HKU1/SLO/62213/2016	2016-01-25	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059684	HKU1/SLO/62234/2016	2016-01-26	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059685	HKU1/SLO/62261/2016	2016-01-26	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059686	HKU1/SLO/62556/2016	2016-02-01	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059687	HKU1/SLO/62637/2016	2016-02-02	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059692	HKU1/SLO/62985/2016	2016-02-10	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059690	HKU1/SLO/63615/2016	2016-02-20	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059688	HKU1/SLO/63673/2016	2016-02-20	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
KX059665	HKU1/SLO/63860/2016	2016-02-28	Human	Slovenia	unidentified_human_coronavirus	hku1	beta	full
MF996621	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996622	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996623	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996624	NL63	2015-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996660	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996661	NL63	2015-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996662	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996663	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
NC_036584	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
MF996605	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996606	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996607	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996608	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996609	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996610	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996611	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996612	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996613	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996614	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996615	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996616	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996617	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996618	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996619	OC43	2014-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996620	OC43	2014-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996640	OC43	2014-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996641	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996642	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996643	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996644	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996645	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996646	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996647	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996648	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996649	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996650	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996651	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996652	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996653	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996654	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996655	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996656	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996657	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996658	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
MF996659	OC43	2014-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
KX059662	OC43/SLO/14041/2010	2010-02-21	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059634	OC43/SLO/39776/2013	2013-12-09	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059635	OC43/SLO/39849/2013	2013-12-13	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059636	OC43/SLO/40296/2014	2014-02-03	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059637	OC43/SLO/40760/2014	2014-01-18	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059654	OC43/SLO/41165/2014	2014-01-27	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059655	OC43/SLO/41313/2014	2014-01-29	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059656	OC43/SLO/41459/2014	2014-02-03	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059657	OC43/SLO/42347/2014	2014-02-19	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059658	OC43/SLO/43431/2014	2014-03-12	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059638	OC43/SLO/43970/2014	2014-03-27	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059639	OC43/SLO/43979/2014	2014-03-26	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059640	OC43/SLO/44364/2014	2014-04-08	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059659	OC43/SLO/44656/2014	2014-04-22	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059660	OC43/SLO/45151/2014	2014-05-17	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059661	OC43/SLO/45283/2014	2014-05-23	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059641	OC43/SLO/46580/2014	2014-08-14	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059642	OC43/SLO/59988/2015	2015-11-16	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059643	OC43/SLO/60116/2015	2015-11-19	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059644	OC43/SLO/60430/2015	2015-12-02	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059632	OC43/SLO/60954/2015	2015-12-24	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059645	OC43/SLO/61010/2015	2015-12-28	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059646	OC43/SLO/61412/2016	2016-01-07	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059652	OC43/SLO/61445/2016	2016-01-08	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059647	OC43/SLO/61480/2016	2016-01-08	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059648	OC43/SLO/61531/2016	2016-01-11	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059649	OC43/SLO/62066/2016	2016-01-20	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059653	OC43/SLO/62519/2016	2016-01-31	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059633	OC43/SLO/62706/2016	2016-02-04	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059650	OC43/SLO/62794/2016	2016-02-05	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KX059651	OC43/SLO/63863/2016	2016-02-20	Human	Slovenia	unidentified_human_coronavirus	oc43	beta	full
KP347638	sh2606	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347641	sh2613	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347642	sh2656	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347643	sh2677	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347639	sh2678	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347644	sh2679	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347640	sh2687	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347645	sh2701	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347649	sh2702	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347650	sh2711	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347657	sh2724	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347646	sh2726	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347647	sh2731	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347648	sh2742	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347651	sh2796	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347652	sh2875	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347653	sh2928	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347658	sh2949	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347654	sh2979	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347655	sh3053	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
KP347656	sh3060	2014-12-01	Human	China	unidentified_human_coronavirus	None	None	full
JX104161_spike	CBJ_037_spike	2008-11-04	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
JX524171_spike	CBJ123_spike	2009-01-24	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
MK334046_spike	ChinaGD01_spike	2018-09-01	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
MK334043_spike	ChinaGD02_spike	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
MK334044_spike	ChinaGD03_spike	2018-07-13	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
MK334047_spike	ChinaGD04_spike	2018-07-25	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
MK334045_spike	ChinaGD05_spike	2018-08-14	Human	China	Human_coronavirus_NL63	nl63	alpha	spike
MG772808_spike	CN0601/14_spike	2014-11-25	Human	South_Korea	Human_coronavirus_NL63	nl63	alpha	spike
KT266906_spike	HCoV_NL63/Haiti_1/2015_spike	2015-01-16	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	spike
MN306018_spike	HCoV_NL63/Seattle/USA/SC0179/2018_spike	2018-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
MN306040_spike	HCoV_NL63/Seattle/USA/SC0768/2019_spike	2019-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY983586_spike	HCoV_NL63/Seattle/USA/SC2940/2015_spike	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
MG428703_spike	Kilifi_HH_0511_01_Jun_2010_spike	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428701_spike	Kilifi_HH_0512_04_Jun_2010_spike	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428705_spike	Kilifi_HH_0522_21_May_2010_spike	2010-05-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428700_spike	Kilifi_HH_1602_01_Jun_2010_spike	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428702_spike	Kilifi_HH_3807_11_May_2010_spike	2010-05-11	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428706_spike	Kilifi_HH_3808_24_May_2010_spike	2010-05-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428707_spike	Kilifi_HH_5401_20_May_2010_spike	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428704_spike	Kilifi_HH_5402_20_May_2010_spike	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
MG428699_spike	Kilifi_HH_5709_19_May_2010_spike	2010-05-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
KY554967_spike	N06_1144B_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY554968_spike	N07_185B_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY554969_spike	N07_196B_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY829118_spike	N07_262B_spike	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY554970_spike	N07_324B_182X_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY554971_spike	N07_468B_176X_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY674916_spike	N07_64B_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KY674915_spike	N07_6B_spike	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765573_spike	NL63/DEN/2005/1062_spike	2005-04-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ900260_spike	NL63/DEN/2005/1120_spike	2005-04-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765574_spike	NL63/DEN/2005/1862_spike	2005-11-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765575_spike	NL63/DEN/2005/1876_spike	2005-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765568_spike	NL63/DEN/2005/193_spike	2005-01-11	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765569_spike	NL63/DEN/2005/232_spike	2005-01-18	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765570_spike	NL63/DEN/2005/235_spike	2005-01-19	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765571_spike	NL63/DEN/2005/271_spike	2005-01-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ900258_spike	NL63/DEN/2005/291_spike	2005-01-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765572_spike	NL63/DEN/2005/347_spike	2005-02-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ900259_spike	NL63/DEN/2005/449_spike	2005-02-09	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765566_spike	NL63/DEN/2008/16_spike	2008-01-08	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765564_spike	NL63/DEN/2009/14_spike	2009-03-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765565_spike	NL63/DEN/2009/15_spike	2009-02-13	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765567_spike	NL63/DEN/2009/20_spike	2009-03-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ900256_spike	NL63/DEN/2009/22_spike	2009-03-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ900257_spike	NL63/DEN/2009/31_spike	2009-02-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ900255_spike	NL63/DEN/2009/6_spike	2009-02-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JQ765563_spike	NL63/DEN/2009/9_spike	2009-03-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KX179497_spike	NL63/Haiti_2/2015_spike	2015-01-21	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	spike
KX179498_spike	NL63/Haiti_3/2015_spike	2015-01-22	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	spike
KX179499_spike	NL63/Haiti_4/2015_spike	2015-01-27	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	spike
KF530112_spike	NL63/human/USA/0111_25/2001_spike	2001-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530105_spike	NL63/human/USA/012_31/2001_spike	2001-02-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530110_spike	NL63/human/USA/838_9/1983_spike	1983-08-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530106_spike	NL63/human/USA/8712_17/1987_spike	1987-12-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530114_spike	NL63/human/USA/891_4/1989_spike	1989-01-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530108_spike	NL63/human/USA/891_6/1989_spike	1989-01-05	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530111_spike	NL63/human/USA/901_24/1990_spike	1990-01-05	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530109_spike	NL63/human/USA/903_28/1990_spike	1990-03-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530104_spike	NL63/human/USA/904_20/1990_spike	1990-04-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530113_spike	NL63/human/USA/905_25/1990_spike	1990-05-29	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KF530107_spike	NL63/human/USA/911_56/1991_spike	1991-01-24	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
JX504050_spike	NL63/RPTEC/2004_spike	2004-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KT381875_spike	NL63/UF_1/2015_spike	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KU521535_spike	NL63/UF_2/2015_spike	2015-09-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
KX179500_spike	NL63/UF_2/2015_spike	2015-09-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	spike
MN026166_spike	NL63_KLF_01_2018_spike	2018-01-29	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	spike
JX503060_spike	0349_spike	2010-XX-XX	Human	Netherlands	Human_coronavirus_229E	229e	alpha	spike
KF293664_spike	229E_spike	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	spike
KF293665_spike	229E_spike	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	spike
KF293666_spike	229E_spike	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	spike
MF542265_spike	229E/Haiti_1/2016_spike	2016-03-XX	Human	Haiti	Human_coronavirus_229E	229e	alpha	spike
KF514429_spike	229E/human/USA/892_11/1989_spike	1989-02-07	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KF514432_spike	229E/human/USA/932_72/1993_spike	1993-02-22	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KF514433_spike	229E/human/USA/933_40/1993_spike	1993-03-11	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KF514430_spike	229E/human/USA/933_50/1993_spike	1993-03-18	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KF514431_spike	229E/human/USA/953_49/1995_spike	1995-03-23	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KU291448_spike	HCoV_229E/BN1/GER/2015_spike	2015-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	spike
MN306046_spike	HCoV_229E/Seattle/USA/SC0865/2019_spike	2019-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369913_spike	HCoV_229E/Seattle/USA/SC1073/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369910_spike	HCoV_229E/Seattle/USA/SC1143/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369911_spike	HCoV_229E/Seattle/USA/SC1212/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY684760_spike	HCoV_229E/Seattle/USA/SC2282/2017_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY967357_spike	HCoV_229E/Seattle/USA/SC2872/2015_spike	2015-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY983587_spike	HCoV_229E/Seattle/USA/SC3112/2015_spike	2015-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY621348_spike	HCoV_229E/Seattle/USA/SC379/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY674914_spike	HCoV_229E/Seattle/USA/SC399/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369908_spike	HCoV_229E/Seattle/USA/SC579/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369909_spike	HCoV_229E/Seattle/USA/SC677/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
MN369046_spike	HCoV_229E/Seattle/USA/SC9724/2018_spike	2018-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369912_spike	HCoV_229E/Seattle/USA/SC9731/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KY369914_spike	HCoV_229E/Seattle/USA/SC9773/2016_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
JX503061_spike	J0304_spike	2009-XX-XX	Human	Italy	Human_coronavirus_229E	229e	alpha	spike
KY674919_spike	N08_434B_spike	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	spike
KF963229_spike	HCoV_OC43/FRA_EPI/Caen/1967/VR759_spike	1967-XX-XX	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963230_spike	HCoV_OC43/FRA_EPI/Caen/2001/01_spike	2001-02-20	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963231_spike	HCoV_OC43/FRA_EPI/Caen/2001/02_spike	2001-02-07	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963232_spike	HCoV_OC43/FRA_EPI/Caen/2002/03_spike	2002-03-12	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963233_spike	HCoV_OC43/FRA_EPI/Caen/2002/04_spike	2002-02-21	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963234_spike	HCoV_OC43/FRA_EPI/Caen/2003/05_spike	2003-01-17	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963235_spike	HCoV_OC43/FRA_EPI/Caen/2004/06_spike	2004-02-20	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963236_spike	HCoV_OC43/FRA_EPI/Caen/2005/07_spike	2005-02-07	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963237_spike	HCoV_OC43/FRA_EPI/Caen/2006/08_spike	2006-04-12	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963238_spike	HCoV_OC43/FRA_EPI/Caen/2007/09_spike	2007-06-16	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963239_spike	HCoV_OC43/FRA_EPI/Caen/2008/10_spike	2008-01-17	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963240_spike	HCoV_OC43/FRA_EPI/Caen/2009/11_spike	2009-11-02	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963241_spike	HCoV_OC43/FRA_EPI/Caen/2010/12_spike	2010-12-17	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963242_spike	HCoV_OC43/FRA_EPI/Caen/2011/13_spike	2011-11-20	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963243_spike	HCoV_OC43/FRA_EPI/Caen/2012/14_spike	2012-03-30	Human	France	Betacoronavirus_1	oc43	beta	spike
KF963244_spike	HCoV_OC43/FRA_EPI/Caen/2013/15_spike	2013-03-18	Human	France	Betacoronavirus_1	oc43	beta	spike
KU131570_spike	HCoV_OC43/UK/London/2011_spike	2011-08-20	Human	United_Kingdom	Betacoronavirus_1	oc43	beta	spike
MF314143_spike	HCoV_OC43/USA/ACRI_0052/2016_spike	2016-03-07	Human	USA	Betacoronavirus_1	oc43	beta	spike
MH121121_spike	HCoV_OC43/USA/ACRI_0213/2016_spike	2016-12-19	Human	USA	Betacoronavirus_1	oc43	beta	spike
